RCP_SNO,ALREADY,NEED,POINT,PRICE
6830101,"[['무', 500], ['당근', 500], ['고추', 500], ['양파', 500]]","[['무', 500.0, 1], [' 천일염 ', 0, 0], ['고춧가루', 100.0, 1], ['고춧가루', 100.0, 1], [' 맛술 ', 0, 0], [' 소금 ', 0, 0], [' 맛소금 ', 0, 0], [' 건새우 분말 ', 0, 0], [' 액젓 ', 0, 0], [' 다시다 ', 0, 0], [' 물 ', 0, 0]]",3.5,3
6816271,"[['무', 500], ['당근', 500], ['고추', 500], ['양파', 500]]","[['무', 500.0, 1], [' 천일염 ', 0, 0], ['고춧가루', 100.0, 1], ['고춧가루', 100.0, 1], [' 맛술 ', 0, 0], [' 맛소금 ', 0, 0], [' 건새우분말 ', 0, 0], [' 액젓 ', 0, 0], [' 다시다 ', 0, 0], [' 물 ', 0, 0], [' 찹쌀가루 ', 0, 0], [' 물', 0, 0]]",3.5,3
6832954,"[['무', 500], ['당근', 500], ['양파', 500], ['고추', 500]]","[['무', 500.0, 1], ['고추', 30.0, 1], ['고추', 30.0, 1], [' 간장 ', 0, 0], [' 식초 ', 0, 0], [' 물엿 ', 0, 0], [' 설탕 ', 0, 0], [' 참기름 ', 0, 0], ['마늘', 30.0, 1], [' 다진파 ', 0, 0]]",3.5,4
6854015,"[['무', 500], ['당근', 500], ['양파', 500], ['고추', 500]]","[[' 얼갈이 ', 0, 0], ['양파', 550.0, 1], [' 쪽파 ', 0, 0], [' 소금 ', 0, 0], [' 매실액 ', 0, 0], [' 멸치액젓 ', 0, 0], [' 까나리액젓 ', 0, 0], [' 새우젓 아빠수저 크게 ', 0, 0], ['고추', 260.0, 1], [' 찹쌀풀  ', 0, 0], ['양파', 350.0, 1]]",3.4761904761904763,3
6854501,"[['무', 500], ['양파', 500], ['당근', 500], ['고추', 500]]","[['무', 900.0, 1], [' 쪽파 ', 0, 0], [' 소금 ', 0, 0], [' 새우젓 ', 0, 0], [' 설탕 ', 0, 0], ['마늘', 15.0, 1]]",3.357142857142857,2
6922131,"[['당근', 500], ['양파', 500], ['무', 500], ['고추', 500]]","[[' 고들빼기 ', 0, 0], [' 쪽파 ', 0, 0], ['양파', 200.0, 1], [' 천일염 ', 0, 0], [' 물 ', 0, 0], ['고추', 300.0, 1], ['마늘', 1100.0, 1], [' 다진생강 ', 0, 0], [' 멸치액젓 ', 0, 0], [' 황석어젓국 ', 0, 0], [' 달인배즙 ', 0, 0], [' 새우젓 ', 0, 0], [' 참치액 ', 0, 0]]",3.3392857142857144,3
6859724,"[['무', 500], ['당근', 500], ['양파', 500], ['고추', 500]]","[['무', 1500.0, 1], [' 파프리카 ', 0, 0], [' 물 ', 0, 0], [' 감식초 ', 0, 0], [' 설탕 ', 0, 0], [' 소금 ', 0, 0], [' 피클링스파이스 ', 0, 0], [' 배 ', 0, 0]]",3.25,1
6858286,"[['무', 500], ['양파', 500], ['당근', 500], ['고추', 500]]","[['무', 1500.0, 1], [' 새우젓 ', 0, 0], ['마늘', 15.0, 1], [' 설탕 ', 0, 0], [' 소금 ', 0, 0]]",3.25,2
6872733,"[['무', 500], ['당근', 500], ['양파', 500], ['고추', 500]]","[['무', 1500.0, 1], [' 부추 ', 0, 0], [' 물 ', 0, 0], [' 밀가루 ', 0, 0], [' 앳젓 ', 0, 0], [' 설탕 ', 0, 0], [' 굵은소금 ', 0, 0], [' 설탕 ', 0, 0], [' 물 ', 0, 0], [' 간생강 ', 0, 0], ['마늘', 15.0, 1]]",3.25,2
6945615,"[['양파', 500], ['고추', 500], ['당근', 500]]","[[' 달걀 ', 0, 0], [' 참치 ', 0, 0], [' 식용유 ', 0, 0], [' 조청 ', 0, 0], [' 매실액 ', 0, 0], [' 굴소스 ', 0, 0]]",3.0,0
6904339,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 오일이나 버터 ', 0, 0], [' 소금 ', 0, 0], [' 후추 ', 0, 0]]",3.0,0
6890831,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 되지 목살 ', 0, 0], [' 파프리카 ', 0, 0], [' 애호박 ', 0, 0], [' 카레가루 ', 0, 0], [' 데리야끼소스 ', 0, 0]]",3.0,0
6851664,"[['당근', 500], ['양파', 500], ['고추', 500]]","[[' 데친바지락 ', 0, 0], [' 부추 ', 0, 0], [' 찹쌀부침가루 ', 0, 0], [' 달걀 ', 0, 0], [' 설탕 ', 0, 0], [' 청주 ', 0, 0]]",3.0,0
6830235,"[['당근', 500], ['양파', 500], ['고추', 500]]","[[' 애호박 ', 0, 0], [' 전분가루 ', 0, 0], [' 물 ', 0, 0], [' 소금 ', 0, 0], [' 건새우가루 ', 0, 0]]",3.0,0
6933464,"[['무', 500], ['양파', 500], ['당근', 500]]","[[' 맛살 ', 0, 0], [' 햄 ', 0, 0], [' 피망 ', 0, 0]]",3.0,0
6935752,"[['당근', 500], ['고추', 500], ['양파', 500]]","[[' 부침가루 ', 0, 0], [' 갈은 늙은호박 ', 0, 0], [' 소금 ', 0, 0], [' 파프리카 ', 0, 0], [' 다진파 ', 0, 0], [' 애호박 ', 0, 0], [' 식용유 ', 0, 0]]",3.0,0
1473672,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 다진 쇠고기 ', 0, 0], [' 버터 ', 0, 0], [' 밀가루 ', 0, 0], [' 우유 ', 0, 0]]",3.0,0
1918038,"[['당근', 500], ['양파', 500], ['고추', 500]]","[[' 쑥 ', 0, 0], [' 밀가루 ', 0, 0], [' 소금 ', 0, 0], [' 설탕 ', 0, 0]]",3.0,0
6865437,"[['고추', 500], ['당근', 500], ['양파', 500]]","[[' 달걀 ', 0, 0], [' 소금 ', 0, 0], [' 후추 ', 0, 0]]",3.0,0
1929288,"[['당근', 500], ['양파', 500], ['고추', 500]]","[[' 달걀 ', 0, 0]]",3.0,0
6900071,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 전복 ', 0, 0], [' 떡볶이떡 ', 0, 0], [' 당면 ', 0, 0], [' 맛간장 ', 0, 0], [' 참기름 ', 0, 0], [' 통깨 ', 0, 0]]",3.0,0
6891083,"[['당근', 500], ['양파', 500], ['고추', 500]]","[[' 생새우 ', 0, 0], [' 소금 ', 0, 0], [' 후추 ', 0, 0], [' 밀가루 ', 0, 0]]",3.0,0
6865373,"[['양파', 500], ['당근', 500], ['고추', 500]]",[],3.0,0
6881873,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 매실액 ', 0, 0], [' 올리고당 ', 0, 0], [' 참기름 ', 0, 0], [' 물 ', 0, 0]]",3.0,0
6947644,"[['무', 500], ['고추', 500], ['양파', 500]]","[[' 얼갈이', 0, 0], [' 배 ', 0, 0]]",3.0,0
6896205,"[['당근', 500], ['양파', 500], ['무', 500]]","[[' 오뎅 ', 0, 0], [' 김밥햄 ', 0, 0], [' 크래미 ', 0, 0], [' 달걀 ', 0, 0], [' 비엔나소세지 ', 0, 0], [' 치즈 ', 0, 0], [' 깨소금 ', 0, 0], [' 소금 ', 0, 0], [' 우엉 ', 0, 0]]",3.0,0
6887133,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 소고기 ', 0, 0], [' 묵은지 ', 0, 0], [' 간장 ', 0, 0], [' 매실청 ', 0, 0], [' 참기름 ', 0, 0]]",3.0,0
6933772,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 차돌박이 ', 0, 0], [' 시판 마라소스 ', 0, 0], [' 간장 ', 0, 0]]",3.0,0
6864806,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 애호박 ', 0, 0], [' 식용유 ', 0, 0], [' 간장 ', 0, 0]]",3.0,0
6861845,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 훈제오리고기 ', 0, 0], [' 달걀 ', 0, 0], [' 소금 ', 0, 0], [' 전분가루 ', 0, 0]]",3.0,0
6887045,"[['고추', 500], ['당근', 500], ['양파', 500]]","[[' 된장 ', 0, 0], [' 들깨가루 ', 0, 0], [' 설탕 ', 0, 0], [' 마요네즈 ', 0, 0], [' 참기름 ', 0, 0], [' 브로콜리 다진것 ', 0, 0]]",3.0,0
6887007,"[['당근', 500], ['고추', 500], ['양파', 500]]","[[' 소금 ', 0, 0]]",3.0,0
6938325,"[['고추', 500], ['당근', 500], ['양파', 500]]","[[' 반건조 오징어 ', 0, 0], [' 달걀 ', 0, 0], [' 부침가루 ', 0, 0], [' 소금 ', 0, 0]]",3.0,0
6930675,"[['양파', 500], ['고추', 500], ['당근', 500]]","[[' 소세지 ', 0, 0], [' 파프리카 각 ', 0, 0], [' 간장 ', 0, 0], [' 밀가루 ', 0, 0], [' 버터 ', 0, 0], [' 케첩 ', 0, 0], [' 설탕 ', 0, 0], [' 우스터소스 ', 0, 0]]",3.0,0
6907865,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 달걀 ', 0, 0], [' 물 ', 0, 0], [' 오징어 ', 0, 0]]",3.0,0
6899731,"[['무', 500], ['당근', 500], ['양파', 500]]","[[' 쌀 ', 0, 0], [' 데친 비름나물 ', 0, 0], [' 바지락살 ', 0, 0], [' 애호박 ', 0, 0], [' 파프리카 ', 0, 0], [' 채소수 ', 0, 0]]",3.0,0
6891495,"[['고추', 500], ['양파', 500], ['당근', 500]]","[[' 굵직하니 다진 견과류 ', 0, 0], [' 통깨 ', 0, 0], [' 참기름 ', 0, 0], [' 애호박 ', 0, 0], [' 식용유 ', 0, 0], [' 소금 ', 0, 0]]",3.0,0
6830644,"[['고추', 500], ['양파', 500], ['당근', 500]]","[[' 빨간 파프리카 ', 0, 0], [' 간장 ', 0, 0], [' 굴소스 ', 0, 0], [' 설탕 ', 0, 0], [' 참기름 ', 0, 0]]",3.0,0
6891538,"[['당근', 500], ['양파', 500], ['고추', 500]]","[[' 당면 ', 0, 0], [' 간장 ', 0, 0], [' 굴소스 ', 0, 0], [' 맛술 ', 0, 0], [' 설탕 ', 0, 0], [' 들기름 ', 0, 0]]",3.0,0
1244567,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 오징어 ', 0, 0]]",3.0,0
6907791,"[['당근', 500], ['양파', 500], ['고추', 500]]","[[' 된장 ', 0, 0], [' 마요네즈 ', 0, 0], [' 설탕 ', 0, 0], [' 들깨가루 ', 0, 0]]",3.0,0
6476680,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 부추 ', 0, 0], [' 밀가루 ', 0, 0], [' 물 ', 0, 0], [' 된장 ', 0, 0]]",3.0,0
6850594,"[['고추', 500], ['양파', 500], ['당근', 500]]","[[' 간장 ', 0, 0], [' 올리고당 ', 0, 0], [' 굴소스 ', 0, 0], [' 참기름 ', 0, 0]]",3.0,0
6922440,"[['고추', 500], ['무', 500], ['양파', 500]]","[[' 열탕소독한 병 ', 0, 0], [' 물 ', 0, 0], [' 식초 ', 0, 0], [' 설탕 ', 0, 0], [' 간장 ', 0, 0], [' 소금 ', 0, 0]]",3.0,0
6883018,"[['양파', 500], ['고추', 500], ['당근', 500]]","[[' 참치 맛가루 ', 0, 0], [' 꽃소금 ', 0, 0], [' 참기름 ', 0, 0], [' 통깨 ', 0, 0]]",3.0,0
6836648,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 명란젓갈 ', 0, 0], [' 두부 ', 0, 0], [' 건조매생이 ', 0, 0]]",3.0,0
6850821,"[['당근', 500], ['양파', 500], ['고추', 500]]","[[' 호박 ', 0, 0], [' 달걀 ', 0, 0], [' 소금 ', 0, 0]]",3.0,0
1146707,"[['당근', 500], ['양파', 500], ['고추', 500]]","[[' 참치 ', 0, 0], [' 깨소금 ', 0, 0], [' 간장 ', 0, 0]]",3.0,0
6896079,"[['당근', 500], ['양파', 500], ['고추', 500]]","[[' 부침가루 ', 0, 0], [' 물 ', 0, 0]]",3.0,0
6881210,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 달걀 ', 0, 0], [' 기름 ', 0, 0], [' 굴소스 ', 0, 0]]",3.0,0
6847656,"[['당근', 500], ['양파', 500], ['고추', 500]]","[[' 떡 ', 0, 0], [' 애호박 ', 0, 0], [' 햄 ', 0, 0], [' 맛간장 ', 0, 0]]",3.0,0
6909899,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 부침가루 ', 0, 0], [' 튀김가루 ', 0, 0], [' 찬물 ', 0, 0]]",3.0,0
6784299,"[['무', 500], ['양파', 500], ['고추', 500]]","[[' 물 ', 0, 0], [' 떡 ', 0, 0], [' 물 ', 0, 0], [' 설탕 ', 0, 0], [' 양념장 ', 0, 0], [' 육수 ', 0, 0], [' 소금 ', 0, 0], [' 물 ', 0, 0], [' 설탕 ', 0, 0], [' 물엿 ', 0, 0]]",3.0,0
6785203,"[['당근', 500], ['무', 500], ['고추', 500]]","[[' 시금치 ', 0, 0], [' 맛살 ', 0, 0], [' 어묵 ', 0, 0], [' 햄 ', 0, 0], [' 달걀 ', 0, 0]]",3.0,0
6946076,"[['당근', 500], ['무', 500], ['고추', 500]]","[[' 애호박 ', 0, 0], [' 숙주 ', 0, 0], [' 매실청 ', 0, 0], [' 올리고당 ', 0, 0], [' 참기름 ', 0, 0], [' 깨 ', 0, 0]]",3.0,0
6890298,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 오징어 ', 0, 0], [' 소금 ', 0, 0], [' 후추 ', 0, 0]]",3.0,0
6857935,"[['당근', 500], ['양파', 500], ['고추', 500]]","[[' 굴소스 ', 0, 0], [' 설탕 ', 0, 0]]",3.0,0
6932684,"[['당근', 500], ['양파', 500], ['고추', 500]]",[],3.0,0
1684365,"[['당근', 500], ['양파', 500], ['무', 500]]","[[' 달걀 노른자 ', 0, 0], [' 박력분 ', 0, 0], [' 베이킹파우더 ', 0, 0], [' 베이킹 소다 ', 0, 0], [' 파슬리 말린 것 ', 0, 0], [' 설탕 ', 0, 0], [' 소금 ', 0, 0]]",3.0,0
6932697,"[['양파', 500], ['고추', 500], ['당근', 500]]","[[' 냉동 동태포 ', 0, 0], [' 청주 ', 0, 0], [' 후추 ', 0, 0], [' 허브솔트 ', 0, 0], [' 찹쌀가루 ', 0, 0]]",3.0,0
6901119,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 달걀 ', 0, 0], [' 소금 각 ', 0, 0]]",3.0,0
6902660,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 소고기불고기 ', 0, 0], [' 참기름 ', 0, 0], [' 중국 당면 ', 0, 0]]",3.0,0
6888107,"[['양파', 500], ['무', 500], ['고추', 500]]","[[' 물 ', 0, 0], [' 후추 ', 0, 0], [' 쯔유 ', 0, 0], [' 소금 ', 0, 0], [' 파 ', 0, 0]]",3.0,0
6843424,"[['당근', 500], ['양파', 500], ['고추', 500]]","[[' 마 ', 0, 0], [' 돼지고기 ', 0, 0], [' 찹쌀가루 ', 0, 0]]",3.0,0
6918426,"[['고추', 500], ['양파', 500], ['당근', 500]]","[[' 오징어 ', 0, 0], [' 홍합 ', 0, 0], [' 부침가루 ', 0, 0], [' 물 ', 0, 0], [' 소금 ', 0, 0]]",3.0,0
6941118,"[['고추', 500], ['당근', 500], ['양파', 500]]","[[' 찰옥수수 ', 0, 0], [' 식용유 ', 0, 0], [' 다진 돼지고기 ', 0, 0], [' 카레 한봉지...', 0, 0]]",3.0,0
6872434,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 우럭 ', 0, 0], [' 애호박 ', 0, 0], [' 새우젓  ', 0, 0], [' 쌀뜨물  ', 0, 0], [' 디포리 ', 0, 0], [' 된장 ', 0, 0], [' 김치다대기양념 듬뿍 ', 0, 0], ['고추', 15.0, 1], [' 맛술 ', 0, 0]]",3.0,1
6943344,"[['양파', 500], ['당근', 500], ['고추', 500]]","[['배추', 500.0, 1], [' 파 ', 0, 0], [' 굴소스 ', 0, 0], [' 참기름 ', 0, 0], [' 통깨 ', 0, 0], [' 케첩이나 스테이크소스 ', 0, 0], [' 단호박 ', 0, 0], [' 피망 ', 0, 0]]",3.0,1
6869716,"[['무', 500], ['고추', 500], ['양파', 500]]","[[' 청양초 ', 0, 0], ['마늘', 100.0, 1], [' 소금 ', 0, 0], [' 멸치 액젓 ', 0, 0], [' 물 ', 0, 0], [' 생강가루 ', 0, 0]]",3.0,1
6891309,"[['당근', 500], ['양파', 500], ['고추', 500]]","[[' 오징어 ', 0, 0], [' 부침가루  ', 0, 0], [' 차가운 물 종이컵 ', 0, 0], [' 기름 ', 0, 0], ['양파', 350.0, 1], [' 간장 ', 0, 0], [' 식초 ', 0, 0], [' 맛술 ', 0, 0], [' 물 ', 0, 0]]",3.0,1
6837561,"[['양파', 500], ['고추', 500], ['당근', 500]]","[[' 오징어 ', 0, 0], [' 찹쌀가루 ', 0, 0], [' 부침가루 ', 0, 0], [' 달걀 ', 0, 0], [' 간장 ', 0, 0], [' 식초 ', 0, 0], [' 설탕 ', 0, 0], ['고추', 26.0, 1]]",3.0,1
6908165,"[['고추', 500], ['양파', 500], ['당근', 500]]","[['고추', 26.0, 1], [' 피망 ', 0, 0], [' 돈가스 소스 ', 0, 0], [' 버터 ', 0, 0], [' 물 ', 0, 0], [' 올리고당 ', 0, 0], [' 달걀 ', 0, 0]]",3.0,1
6874255,"[['당근', 500], ['양파', 500], ['고추', 500]]","[[' 부침가루 ', 0, 0], [' 물 ', 0, 0], [' 애호박 ', 0, 0], ['고추', 15.0, 1], [' 소금 ', 0, 0]]",3.0,1
5487912,"[['당근', 500], ['고추', 500], ['양파', 500]]","[[' 비엔나소세지 ', 0, 0], ['고추', 15.0, 1], [' 케첩 ', 0, 0], [' 간장 ', 0, 0]]",3.0,1
6942960,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 새우 ', 0, 0], [' 새우 ', 0, 0], [' 피망 ', 0, 0], ['고추', 26.0, 1], [' 부침가루 ', 0, 0], [' 달걀 ', 0, 0]]",3.0,1
6836124,"[['양파', 500], ['고추', 500], ['당근', 500]]","[[' 멸치 ', 0, 0], [' 파뿌리 ', 0, 0], [' 마른표고 ', 0, 0], [' 애호박', 0, 0], ['양파', 175.0, 1], [' 설탕 ', 0, 0]]",3.0,1
6887309,"[['양파', 500], ['당근', 500], ['고추', 500]]","[['고추', 26.0, 1], [' 식용유 ', 0, 0]]",3.0,1
6938012,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 쪽파 ', 0, 0], ['고추', 26.0, 1], [' 바지락살 ', 0, 0], [' 새우살 ', 0, 0], [' 부침가루 ', 0, 0], [' 물 ', 0, 0], [' 식용유 ', 0, 0]]",3.0,1
6918023,"[['당근', 500], ['양파', 500], ['고추', 500]]","[[' 오징어 ', 0, 0], [' 삶은옥수수 ', 0, 0], [' 다진스팸 햄 ', 0, 0], [' 간장 ', 0, 0], [' 맛술 ', 0, 0], [' 매실청 ', 0, 0], ['고추', 15.0, 1], [' 올리고당 ', 0, 0], [' 참기름 ', 0, 0]]",3.0,1
6857926,"[['당근', 500], ['양파', 500], ['고추', 500]]","[[' 둥근호박 ', 0, 0], [' 쌀부침가루 ', 0, 0], [' 물 ', 0, 0], ['고추', 52.0, 1]]",3.0,1
6877285,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 쪽파 ', 0, 0], [' 오징어 ', 0, 0], [' 부침가루 ', 0, 0], [' 전분가루 ', 0, 0], [' 달걀 ', 0, 0], [' 간장 ', 0, 0], ['고추', 7.5, 1]]",3.0,1
6923190,"[['고추', 500], ['당근', 500], ['양파', 500]]","[[' 불린당면 ', 0, 0], ['고추', 26.0, 1], [' 들기름 ', 0, 0], [' 간장 ', 0, 0], [' 맛술 ', 0, 0], [' 설탕 ', 0, 0], [' 올리고당 ', 0, 0], [' 굴소스 ', 0, 0], [' 참치액 ', 0, 0], [' 물 ', 0, 0]]",3.0,1
6846682,"[['당근', 500], ['양파', 500], ['고추', 500]]","[['고추', 26.0, 1], [' 찬 밥 ', 0, 0], [' 물 ', 0, 0], ['고추', 60.0, 1], [' 소금 ', 0, 0], [' 생강 다진것 ', 0, 0], [' 매실청 ', 0, 0], [' 까나리액젓 ', 0, 0], [' 설탕 ', 0, 0]]",3.0,2
6831065,"[['양파', 500], ['당근', 500], ['고추', 500]]","[[' 물오징어 ', 0, 0], [' 호박 ', 0, 0], ['고추', 30.0, 1], ['마늘', 7.5, 1]]",3.0,2
6915718,"[['양파', 500], ['고추', 500], ['당근', 500]]","[[' 굵은소금 ', 0, 0], [' 비트 ', 0, 0], [' 사과 ', 0, 0], [' 육수 ', 0, 0], [' 밀가루 ', 0, 0], ['고추', 78.0, 1], [' 멸치 액젓 ', 0, 0], ['마늘', 140.0, 1]]",3.0,2
6926817,"[['양파', 500], ['무', 500], ['고추', 500]]","[[' 식용유 ', 0, 0], [' 참기름 ', 0, 0], [' 깨소금 ', 0, 0], [' 소금 ', 0, 0], ['고추', 15.0, 1], [' 간장 ', 0, 0], [' 맛술 ', 0, 0], [' 올리고당 ', 0, 0], ['양파', 45.0, 1]]",3.0,2
6919624,"[['당근', 500], ['양파', 500], ['고추', 500]]","[[' 생새우 ', 0, 0], [' 불린당면 ', 0, 0], ['고추', 26.0, 1], [' 물 ', 0, 0], ['고추', 15.0, 1], [' 고운소금 ', 0, 0], [' 맛술 ', 0, 0], [' 간장 ', 0, 0], [' 설탕 ', 0, 0], [' 굴소스 ', 0, 0], [' 참치액 ', 0, 0], [' 올리고당 ', 0, 0], [' 참기름 ', 0, 0], [' 깨 ', 0, 0]]",3.0,2
6911461,"[['고추', 500], ['당근', 500], ['무', 500]]","[[' 유부 ', 0, 0], [' 마요네즈 ', 0, 0], [' 데리야끼소스 ', 0, 0], [' 달걀 ', 0, 0], [' 햄 ', 0, 0], [' 칵테일새우 ', 0, 0], [' 마요네즈 ', 0, 0], [' 유부 ', 0, 0], [' 햄 ', 0, 0], ['당근', 60.0, 1], [' 유부 ', 0, 0], [' 맛살 ', 0, 0], [' 유부 ', 0, 0], ['당근', 60.0, 1], [' 햄 ', 0, 0], [' 맛살 ', 0, 0], [' 마요네즈 ', 0, 0], [' 데리야끼소스 ', 0, 0]]",3.0,2
6951878,"[['당근', 500], ['양파', 500], ['고추', 500]]","[[' 파래 ', 0, 0], [' 오징어 ', 0, 0], [' 부침가루 ', 0, 0], [' 물 ', 0, 0], ['고추', 26.0, 1], [' 진간장 ', 0, 0], [' 식초 ', 0, 0], [' 올리고당 ', 0, 0], ['고추', 15.0, 1], [' 물 ', 0, 0]]",3.0,2
